Part Name,Material Composition,Age (years),Condition,Location,Manufacturer,Aircraft Model,Potential Use Cases,New Parts Carbon Footprint (kg CO2e),Recycled Parts Carbon Footprint (kg CO2e),Water Usage - New Parts (liters),Water Usage - Recycled Parts (liters),Landfill Waste - New Parts (kg),Landfill Waste - Recycled Parts (kg),Energy Consumption - New Parts (kWh),Energy Consumption - Recycled Parts (kWh),Recycling Rate (%),Toxicity Score - New Parts,Toxicity Score - Recycled Parts,Remanufacturing Potential,Life Cycle Assessment,Renewable Material Content (%),Carbon Footprint Saved (kg CO2e),Water Usage Saved (liters),Landfill Waste Saved (kg),Energy Consumption Saved (kWh),Toxicity Score Difference,Remanufacturing Potential (%),Life Cycle Assessment Score
Avionics,Composite,10,New,Australia,Gulfstream,E175,Aircraft Maintenance,316,189,4252,626,807,147,2027,471,57.51592163,7.141115279,4.749860595,0.7294946659,61.38189156,43.83940647,127,3626,660,1556,2.391254684,72.94946659,61.38189156
Landing Gear,Titanium,39,Used,Africa,Bombardier,737,Aircraft Maintenance,223,182,3973,543,202,180,3550,148,53.3633348,1.628730148,3.234076938,0.9782125581,34.04010891,46.14992838,41,3430,22,3402,-1.605346789,97.82125581,34.04010891
Fuselage,Aluminum,27,Used,North America,Airbus,G650,Aircraft Maintenance,870,101,6803,867,665,68,3794,270,84.81577908,3.634976192,2.671270265,0.2258698901,91.08328054,84.25291479,769,5936,597,3524,0.9637059263,22.58698901,91.08328054
Avionics,Titanium,41,New,North America,Cessna,G650,Aircraft Maintenance,474,198,7325,369,848,55,3511,200,84.07892027,3.999938704,3.231286281,0.4795021661,59.32131829,10.41955597,276,6956,793,3311,0.7686524235,47.95021661,59.32131829
Landing Gear,Steel,24,Used,Africa,Bombardier,CRJ900,Furniture,748,194,4171,353,350,95,801,284,56.00105437,3.886468776,2.844046677,0.1759057288,11.41107136,36.00390206,554,3818,255,517,1.0424221,17.59057288,11.41107136
Engine,Steel,7,New,Europe,Airbus,CRJ900,Furniture,967,160,6296,512,717,154,2784,334,73.56668144,7.225237024,3.800028937,0.9989326317,68.75745571,56.69463342,807,5784,563,2450,3.425208086,99.89326317,68.75745571
Engine,Steel,44,New,Australia,Cessna,737,Furniture,175,102,1175,519,441,132,3356,134,86.49492287,3.756074283,2.942193496,0.02964858999,11.43238595,31.8451295,73,656,309,3222,0.8138807867,2.964858999,11.43238595
Engine,Composite,22,Used,South America,Gulfstream,E175,Building Materials,367,170,4534,618,289,183,1908,168,80.2779882,5.316951242,4.416589404,0.7845271358,80.69535828,37.23984597,197,3916,106,1740,0.9003618381,78.45271358,80.69535828
Engine,Aluminum,44,New,Europe,Embraer,737,Art Installations,640,189,8043,703,438,87,1584,309,64.77640166,8.392497243,2.659890697,0.1128475065,73.86828001,69.41237984,451,7340,351,1275,5.732606547,11.28475065,73.86828001
Avionics,Aluminum,42,New,North America,Cessna,E175,Aircraft Maintenance,978,84,6286,319,661,58,827,228,51.92545052,2.970591492,4.386147254,0.6545181036,36.14433427,19.78109495,894,5967,603,599,-1.415555762,65.45181036,36.14433427
Engine,Titanium,4,Used,Asia,Bombardier,Citation X,Automotive Components,173,78,1849,427,117,98,4798,120,62.29876659,2.077238814,3.297582156,0.427788169,50.19101663,54.97697966,95,1422,19,4678,-1.220343343,42.7788169,50.19101663
Landing Gear,Steel,9,Used,Australia,Gulfstream,E175,Aircraft Maintenance,659,142,6551,228,246,130,4252,306,60.91912241,2.208155286,3.647492475,0.4904845911,90.32331768,1.057974884,517,6323,116,3946,-1.439337189,49.04845911,90.32331768
Fuselage,Composite,36,New,South America,Gulfstream,Citation X,Furniture,161,80,3498,451,328,145,1369,205,88.68402616,5.262722318,1.147199097,0.4344582513,90.93211564,79.32775608,81,3047,183,1164,4.115523221,43.44582513,90.93211564
Engine,Steel,30,New,Africa,Boeing,737,Aircraft Maintenance,981,50,5904,938,297,157,1986,334,71.00984784,4.665015782,4.531115983,0.9210219346,89.3470027,93.3733864,931,4966,140,1652,0.1338997993,92.10219346,89.3470027
Avionics,Aluminum,31,Used,Africa,Embraer,G650,Automotive Components,245,159,5328,957,189,145,540,194,78.55912026,1.695953398,1.129666221,0.8196413298,87.27651008,70.15662902,86,4371,44,346,0.5662871774,81.96413298,87.27651008
Landing Gear,Aluminum,29,New,Europe,Boeing,E175,Automotive Components,619,94,6613,511,778,127,3095,394,58.05377617,5.332126885,4.122408252,0.1144456576,89.38575126,46.2008729,525,6102,651,2701,1.209718633,11.44456576,89.38575126
Landing Gear,Composite,30,Used,Asia,Cessna,CRJ900,Aircraft Maintenance,922,179,4665,231,270,94,4292,215,81.072858,9.044347262,4.965471562,0.4573231388,4.980416293,9.652407175,743,4434,176,4077,4.0788757,45.73231388,4.980416293
Engine,Steel,14,Used,South America,Airbus,A320,Automotive Components,819,197,8932,746,483,62,1453,455,66.26266902,7.672651288,3.690679818,0.7607694185,60.80426984,7.95928841,622,8186,421,998,3.98197147,76.07694185,60.80426984
Engine,Titanium,34,Used,Europe,Airbus,E175,Furniture,999,138,1965,327,228,23,4871,472,78.7442345,1.944855227,2.527154145,0.155138893,60.99649861,22.47845396,861,1638,205,4399,-0.5822989181,15.5138893,60.99649861
Fuselage,Titanium,1,Used,Australia,Bombardier,G650,Art Installations,940,97,2401,515,901,24,1031,187,60.21943327,1.40253507,2.469074896,0.1930267048,83.25379494,57.9752783,843,1886,877,844,-1.066539826,19.30267048,83.25379494
Landing Gear,Aluminum,45,New,Europe,Bombardier,CRJ900,Furniture,492,129,6100,274,769,39,2217,207,87.48435104,9.622301579,1.32951962,0.6914821814,1.03274,96.60595014,363,5826,730,2010,8.29278196,69.14821814,1.03274
Fuselage,Composite,45,Used,Asia,Embraer,A320,Automotive Components,901,48,5875,681,128,168,3747,309,89.67140063,1.758967704,3.033640404,0.4184439009,64.6709488,13.84941852,853,5194,-40,3438,-1.2746727,41.84439009,64.6709488
Avionics,Aluminum,36,Used,Africa,Bombardier,A320,Aircraft Maintenance,988,179,2889,899,793,111,1226,401,52.6633844,7.483365718,4.559938162,0.9913661189,10.16245385,74.31681966,809,1990,682,825,2.923427556,99.13661189,10.16245385
Engine,Titanium,17,New,Africa,Gulfstream,G650,Art Installations,698,140,9235,984,364,184,1386,264,83.96527836,6.714221952,4.041068053,0.6525308181,44.68311186,44.93308279,558,8251,180,1122,2.6731539,65.25308181,44.68311186
Avionics,Composite,22,New,Europe,Boeing,G650,Art Installations,186,48,2700,804,800,74,4481,449,66.01732768,8.331821198,2.232873376,0.4279530342,66.1738662,34.40690375,138,1896,726,4032,6.098947822,42.79530342,66.1738662
Fuselage,Composite,22,New,Asia,Embraer,E175,Automotive Components,110,99,2010,282,163,111,2808,347,78.62594734,8.773916653,2.267075086,0.724908102,72.11099645,75.69619689,11,1728,52,2461,6.506841567,72.4908102,72.11099645
Wing,Composite,15,Used,Europe,Bombardier,E175,Aircraft Maintenance,567,167,4799,438,246,88,1147,279,62.10491053,8.29750405,4.46513566,0.4834738852,71.31007917,40.62448729,400,4361,158,868,3.83236839,48.34738852,71.31007917
Engine,Steel,42,New,South America,Airbus,A320,Furniture,401,52,3537,749,233,165,2073,364,57.03473332,1.440628338,1.257111286,0.5021008051,42.8261398,9.902110336,349,2788,68,1709,0.1835170521,50.21008051,42.8261398
Avionics,Titanium,37,Used,Asia,Airbus,Citation X,Automotive Components,944,79,3193,399,296,53,4363,347,66.27784946,5.865976767,4.104376618,0.07677088635,64.66436115,83.59897626,865,2794,243,4016,1.761600149,7.677088635,64.66436115
Fuselage,Titanium,15,New,South America,Airbus,CRJ900,Automotive Components,531,185,3324,336,387,97,1799,434,82.07652025,7.422294556,3.630397129,0.6159889073,85.58215571,55.34374548,346,2988,290,1365,3.791897427,61.59889073,85.58215571
Landing Gear,Composite,25,Used,Europe,Gulfstream,A320,Art Installations,263,26,2629,776,404,88,737,338,84.77375444,9.806208952,4.545664711,0.2255249245,9.121665593,26.11173451,237,1853,316,399,5.260544241,22.55249245,9.121665593
Fuselage,Composite,12,New,Asia,Bombardier,Citation X,Automotive Components,588,99,3364,421,939,83,3280,186,68.51730984,2.404188019,3.662058972,0.6796474704,93.64387975,46.4742719,489,2943,856,3094,-1.257870954,67.96474704,93.64387975
Engine,Steel,8,Used,Europe,Gulfstream,CRJ900,Art Installations,829,154,9679,335,360,46,2682,326,62.24941236,3.240102919,1.115965655,0.5315130888,78.92196246,55.36277404,675,9344,314,2356,2.124137264,53.15130888,78.92196246
Avionics,Aluminum,13,Used,South America,Airbus,G650,Automotive Components,774,45,6761,648,125,73,1625,213,86.22248086,7.461328314,2.41457914,0.2327667586,37.01737746,23.83528543,729,6113,52,1412,5.046749174,23.27667586,37.01737746
Avionics,Aluminum,13,Used,Australia,Bombardier,A320,Building Materials,205,58,4797,543,945,59,4274,177,81.69543147,9.141244287,3.163543164,0.2869413718,61.28692012,35.8841097,147,4254,886,4097,5.977701123,28.69413718,61.28692012
Wing,Titanium,47,New,Australia,Airbus,A320,Automotive Components,365,84,3042,960,515,31,2639,103,54.85195514,2.212934413,2.312505675,0.7398159001,60.93407587,74.25249395,281,2082,484,2536,-0.09957126191,73.98159001,60.93407587
Landing Gear,Composite,25,New,Asia,Airbus,A320,Automotive Components,733,119,2222,706,760,49,2241,134,61.48333156,6.081105125,2.039819709,0.1961416334,50.06659048,98.78244324,614,1516,711,2107,4.041285416,19.61416334,50.06659048
Avionics,Titanium,22,Used,Australia,Boeing,A320,Aircraft Maintenance,652,68,9630,259,994,85,3455,313,90.324191,4.427821024,4.937956783,0.9690514016,17.64592395,32.19587751,584,9371,909,3142,-0.5101357595,96.90514016,17.64592395
Avionics,Aluminum,15,New,Europe,Embraer,A320,Furniture,795,161,9402,905,709,116,765,174,89.19764737,2.555304621,1.738789227,0.5159955306,71.80731618,17.56522928,634,8497,593,591,0.8165153942,51.59955306,71.80731618
Fuselage,Steel,8,New,North America,Boeing,A320,Building Materials,196,127,5783,387,146,25,3386,260,78.75708403,8.680526235,3.456469383,0.9922009398,40.10224437,41.47981412,69,5396,121,3126,5.224056852,99.22009398,40.10224437
Avionics,Steel,19,Used,South America,Boeing,G650,Aircraft Maintenance,970,116,8831,285,586,191,4386,218,90.41688767,4.391839471,3.401732919,0.6965618875,96.63646971,26.75602627,854,8546,395,4168,0.9901065525,69.65618875,96.63646971
Fuselage,Steel,43,Used,Europe,Gulfstream,Citation X,Automotive Components,666,161,1931,891,607,193,3669,410,51.67022435,8.904328505,2.075906847,0.4602859826,11.91912215,2.362436469,505,1040,414,3259,6.828421658,46.02859826,11.91912215
Landing Gear,Composite,32,Used,Africa,Cessna,737,Furniture,823,165,3680,464,322,189,720,100,52.87567766,5.910854543,4.698421391,0.1549379308,18.790957,21.93943576,658,3216,133,620,1.212433153,15.49379308,18.790957
Wing,Steel,26,New,Africa,Gulfstream,737,Automotive Components,663,115,3174,528,334,32,1059,134,76.20609015,5.168397015,1.710759721,0.9197990481,46.87407735,53.33055336,548,2646,302,925,3.457637295,91.97990481,46.87407735
Landing Gear,Composite,31,New,Australia,Boeing,A320,Furniture,663,58,8511,795,435,63,4154,391,87.14363071,9.51094233,2.155244323,0.2655473588,3.892548101,75.89461057,605,7716,372,3763,7.355698007,26.55473588,3.892548101
Engine,Aluminum,22,Used,Africa,Gulfstream,737,Automotive Components,704,123,7066,819,588,46,4221,300,69.61196377,3.62734575,3.193550603,0.2036122116,26.70133481,92.2906062,581,6247,542,3921,0.4337951471,20.36122116,26.70133481
Avionics,Steel,49,New,South America,Cessna,CRJ900,Building Materials,507,92,2656,387,239,151,2199,382,74.99972953,5.277561034,4.138699223,0.54944233,79.18200291,40.64347972,415,2269,88,1817,1.138861811,54.944233,79.18200291
Avionics,Titanium,25,New,North America,Embraer,E175,Aircraft Maintenance,271,33,8630,688,845,41,3096,452,89.06452528,5.567861811,1.443501838,0.990705783,19.92599737,84.88991657,238,7942,804,2644,4.124359973,99.0705783,19.92599737
Avionics,Composite,44,Used,South America,Airbus,CRJ900,Building Materials,526,121,9017,596,122,85,1275,210,65.32920635,7.238999266,3.946620949,0.3902348124,17.33132442,58.80134493,405,8421,37,1065,3.292378317,39.02348124,17.33132442
Wing,Steel,34,New,Europe,Gulfstream,737,Building Materials,281,29,8364,681,769,28,1699,300,74.90372779,8.039603974,3.604778993,0.6613429407,45.13786276,35.35709229,252,7683,741,1399,4.434824981,66.13429407,45.13786276
Engine,Aluminum,29,New,Europe,Embraer,737,Art Installations,130,188,9521,357,483,119,2798,245,68.55214479,7.799931636,3.69630382,0.6800896312,9.030271234,99.82487103,-58,9164,364,2553,4.103627816,68.00896312,9.030271234
Engine,Composite,49,Used,Asia,Boeing,E175,Automotive Components,125,33,7324,803,532,127,507,100,58.59131507,9.162861948,1.866513214,0.2292217945,6.914011536,76.57942058,92,6521,405,407,7.296348734,22.92217945,6.914011536
Landing Gear,Steel,10,New,Europe,Embraer,G650,Furniture,650,187,9403,870,130,96,3167,488,93.01493979,3.602150304,4.941086414,0.9861689345,45.10094531,16.14913053,463,8533,34,2679,-1.33893611,98.61689345,45.10094531
Avionics,Aluminum,17,New,Europe,Bombardier,G650,Automotive Components,272,151,8281,587,793,44,3103,263,67.88006653,4.466416128,1.83537445,0.4111155129,81.8275234,39.58751736,121,7694,749,2840,2.631041678,41.11155129,81.8275234
Landing Gear,Composite,42,Used,South America,Cessna,737,Building Materials,822,178,8521,385,788,160,2392,202,61.16975317,1.787292431,4.588189734,0.5131017595,63.48662533,93.6197281,644,8136,628,2190,-2.800897303,51.31017595,63.48662533
Landing Gear,Composite,33,Used,Africa,Embraer,G650,Furniture,798,97,8347,565,851,181,2084,293,78.06495826,5.39053473,3.61495098,0.8483487406,63.56709798,44.28392097,701,7782,670,1791,1.775583749,84.83487406,63.56709798
Fuselage,Aluminum,7,Used,Asia,Cessna,737,Aircraft Maintenance,621,148,8644,761,405,130,1350,490,81.21276036,8.660049604,1.526662262,0.3211621445,59.46191375,90.15302359,473,7883,275,860,7.133387343,32.11621445,59.46191375
Wing,Aluminum,7,New,Europe,Airbus,E175,Furniture,353,53,3802,845,511,114,3808,252,87.57962221,8.089951074,2.444142887,0.5463729217,68.880425,15.55675012,300,2957,397,3556,5.645808187,54.63729217,68.880425
Avionics,Titanium,17,Used,Europe,Boeing,E175,Aircraft Maintenance,976,135,2512,529,706,70,4340,140,87.72053902,6.112760869,2.950741125,0.7129896603,61.63437587,95.33206882,841,1983,636,4200,3.162019743,71.29896603,61.63437587
Landing Gear,Composite,36,New,Australia,Gulfstream,E175,Building Materials,179,52,8661,676,712,170,4985,329,56.99848423,3.376298309,1.20362096,0.2725081083,4.796050801,26.57947034,127,7985,542,4656,2.172677349,27.25081083,4.796050801
Landing Gear,Steel,0,Used,Australia,Airbus,G650,Building Materials,168,153,3735,604,591,132,884,359,73.3377987,8.940132121,3.598710036,0.9944801495,34.48365561,57.2461487,15,3131,459,525,5.341422085,99.44801495,34.48365561
Landing Gear,Steel,38,New,Australia,Embraer,E175,Art Installations,891,29,6339,540,539,126,3520,401,68.89724722,7.95234474,2.527142658,0.4715731581,91.9198733,0.6041493854,862,5799,413,3119,5.425202083,47.15731581,91.9198733
Landing Gear,Titanium,26,Used,Australia,Gulfstream,A320,Art Installations,954,33,6361,646,895,25,3667,146,80.07814015,2.128026877,1.017049904,0.9938076366,86.07940978,8.796547574,921,5715,870,3521,1.110976973,99.38076366,86.07940978
Engine,Titanium,48,New,South America,Gulfstream,737,Aircraft Maintenance,317,161,2313,798,529,105,4914,487,63.60927939,2.974611558,3.651093646,0.4438469949,80.3430634,80.47718752,156,1515,424,4427,-0.676482088,44.38469949,80.3430634
Engine,Titanium,26,New,North America,Cessna,A320,Automotive Components,714,157,1354,672,719,26,586,135,58.83888716,6.109987827,4.487921711,0.4288111466,21.46419236,40.33171644,557,682,693,451,1.622066116,42.88111466,21.46419236
Landing Gear,Titanium,27,New,South America,Bombardier,E175,Art Installations,165,160,4879,445,749,105,3996,486,88.28062414,1.298678068,2.391391999,0.5976061347,83.86610261,20.7066276,5,4434,644,3510,-1.092713931,59.76061347,83.86610261
Engine,Titanium,37,New,South America,Embraer,Citation X,Automotive Components,753,139,6119,490,722,183,3321,421,77.56166903,8.9166687,4.28698818,0.6300713379,4.243720504,83.5256113,614,5629,539,2900,4.629680521,63.00713379,4.243720504
Landing Gear,Aluminum,23,New,Africa,Cessna,737,Art Installations,670,188,9592,650,765,44,4243,294,66.92166975,9.46148271,3.838477592,0.4851441421,85.04116331,68.86227243,482,8942,721,3949,5.623005119,48.51441421,85.04116331
Engine,Titanium,11,Used,Australia,Cessna,A320,Art Installations,997,92,8459,280,582,116,1966,286,55.98093821,4.684079686,4.482773181,0.4810569894,96.14384762,14.67392861,905,8179,466,1680,0.2013065042,48.10569894,96.14384762
Wing,Composite,28,New,North America,Embraer,A320,Art Installations,704,33,3796,571,358,63,4939,111,83.6029538,3.102099889,4.075143347,0.913812198,15.59611229,75.1312176,671,3225,295,4828,-0.9730434572,91.3812198,15.59611229
Engine,Aluminum,44,New,Australia,Embraer,A320,Building Materials,444,35,5674,933,548,152,2457,436,60.47323757,1.082777843,1.002758714,0.5730050806,30.73249883,37.79601779,409,4741,396,2021,0.08001912864,57.30050806,30.73249883
Engine,Steel,13,Used,Africa,Embraer,A320,Automotive Components,807,88,2178,274,427,31,2400,308,93.52812442,1.037453165,3.906247614,0.3643949738,51.1809284,13.86421762,719,1904,396,2092,-2.868794449,36.43949738,51.1809284
Avionics,Titanium,25,Used,Europe,Bombardier,737,Aircraft Maintenance,258,183,9903,247,819,50,3319,345,86.12750246,5.06194896,3.074391833,0.1528373666,21.038026,78.02202392,75,9656,769,2974,1.987557127,15.28373666,21.038026
Landing Gear,Steel,18,Used,Australia,Airbus,Citation X,Aircraft Maintenance,453,91,4170,857,129,56,3203,414,60.18504621,3.216084372,1.674791357,0.750804009,23.87405177,32.64929011,362,3313,73,2789,1.541293015,75.0804009,23.87405177
Fuselage,Composite,34,New,North America,Boeing,CRJ900,Aircraft Maintenance,120,70,4946,948,113,137,3366,302,87.15794101,4.28529332,3.622440784,0.1986779617,17.20578105,48.98576314,50,3998,-24,3064,0.6628525359,19.86779617,17.20578105
Fuselage,Composite,32,Used,Asia,Boeing,CRJ900,Aircraft Maintenance,939,41,8656,273,812,165,1372,142,73.16254867,1.389769067,3.747586766,0.4323923285,74.00563494,79.55489389,898,8383,647,1230,-2.357817699,43.23923285,74.00563494
Wing,Composite,28,New,Africa,Gulfstream,737,Art Installations,723,188,6731,606,802,42,729,267,56.10807876,3.376764904,3.419740317,0.1948375306,43.29233081,78.05090023,535,6125,760,462,-0.04297541343,19.48375306,43.29233081
Fuselage,Titanium,34,New,South America,Boeing,CRJ900,Art Installations,472,156,2208,634,138,95,1901,495,53.07819195,4.839601812,2.914712096,0.3158937286,62.29352261,93.40133587,316,1574,43,1406,1.924889716,31.58937286,62.29352261
Landing Gear,Aluminum,22,Used,Europe,Bombardier,G650,Aircraft Maintenance,207,151,1121,249,565,130,4416,198,51.58283728,2.518148628,3.75482411,0.02879892964,36.2693052,51.90978567,56,872,435,4218,-1.236675481,2.879892964,36.2693052
Avionics,Steel,19,Used,North America,Airbus,737,Aircraft Maintenance,596,27,6085,866,871,95,4636,453,71.26478472,7.150635115,1.657613863,0.05918888458,46.95753249,32.57322789,569,5219,776,4183,5.493021252,5.918888458,46.95753249
Engine,Aluminum,20,Used,North America,Cessna,E175,Art Installations,193,70,1898,550,294,180,4881,490,57.88570358,9.230215453,1.113662679,0.4605293816,42.24068347,52.51415591,123,1348,114,4391,8.116552775,46.05293816,42.24068347
Fuselage,Composite,40,New,Africa,Bombardier,CRJ900,Furniture,296,27,1701,478,220,134,4215,147,74.40756703,1.140088727,2.607180548,0.5816178438,24.95358897,90.22495912,269,1223,86,4068,-1.467091821,58.16178438,24.95358897
Avionics,Titanium,49,Used,South America,Cessna,Citation X,Automotive Components,107,197,2149,466,229,189,4756,252,65.94283759,8.425244537,1.947011692,0.08815326741,72.17793574,83.32610347,-90,1683,40,4504,6.478232844,8.815326741,72.17793574
